1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
just,whatever,you,do,avoid,groove,as,its,the,antithesis,of,all,that,is,good,about,human,traffic,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,too,bad,that,everyone,else,involved,didn't,share,crowe's,level,of,dedication,to,quality,for,if,they,did,we'd,have,a,far,better,film,on,our,hands,than,this,sub-par,mess,"",	,"",,,,,,,,,,,,,,,
the,movie,seemed,a,little,slow,at,first,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,it,picked,up,speed,and,got,right,to,the,point,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,showed,exactly,how,the,government,and,the,scientist,argued,for,humanity,and,the,reasons,of,the,gadget,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,enjoyed,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,recommended,it,to,friends,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,particularly,pleased,with,the,acting,ability,of,dwight,schultz,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
both,actors,truly,understand,and,become,their,particular,character,delivering,a,convincing,sincere,performance,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their,on-screen,chemistry,critical,to,the,entire,film,is,genuine,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,film's,dialogue,is,natural,real,to,life,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,writer,gorman,bechard,undoubtedly,did,his,homework,because,all,references,are,industry,and,character-age,appropriate,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,incredible,soundtrack,truly,captures,the,essence,of,the,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
each,track,commands,sentiment,actually,contributing,to,the,scenes,and,characters,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
definitely,worth,seeingâ…,it's,the,sort,of,thought,provoking,film,that,forces,you,to,question,your,own,threshold,of,loneliness,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
hayao,miyazaki's,latest,and,eighth,film,for,studio,ghibili,gake,no,ue,no,ponyo,(ponyo,on,the,cliff,by,the,sea),is,a,wonderfully,fun,and,imaginative,look,at,childhood,"",	,"",,,,,,,,,,,,,,,,,
at,a,time,when,it,seems,that,film,animation,has,been,dominated,by,disney/pixar's,cgi,masterpieces,it,is,both,refreshing,and,comforting,to,know,that,miyazaki,is,still,relying,on,traditional,hand-drawn,animation,to,tell,his,charming,and,enchanting,stories,"",	,"",,,,,,,
enough,can,not,be,said,of,the,remarkable,animation,in,this,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,art,style,has,the,appearance,of,crayon/pencil,drawings,and,is,wonderfully,colorful,and,fanciful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,act,in,such,a,film,you,should,be,glad,that,you're,gonna,drift,away,from,earth,as,far,as,possible,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,
this,one,wants,to,surf,on,the,small,wave,of,space,movies,in,1998,(deep,impact,and,armageddon),and,this,one,fails,everywhere,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
if,you,haven't,choked,in,your,own,vomit,by,the,end,(by,all,the,cheap,drama,and,worthless,dialogue),you've,must,have,bored,yourself,to,death,with,this,waste,of,time,"",	,"",,,,,,,,,,,,,,,,
still,it,makes,up,for,all,of,this,with,a,super,ending,that,depicts,a,great,sea,vessel,being,taken,out,by,the,mighty,frost,"",	,"",,,,,,,,,,,,,,,,,,,,,,
just,consider,the,excellent,story,solid,acting,and,look,of,the,film,as,added,bonuses,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instead,we,got,a,bore,fest,about,a,whiny,spoiled,brat,babysitting,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
then,i,watched,it,again,two,sundays,ago,(march,20th,2005),and,i,began,to,really,enjoy,it,and,this,time,i,taped,the,entire,thing,"",	,"",,,,,,,,,,,,,,,,,,,,,
it,is,a,very,well,acted,and,done,tv,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judith,light,is,one,of,my,favorite,actresses,and,i,think,she,does,a,superb,job,in,this,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,keep,watching,it,over,and,over,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,a,sad,movie,but,very,good,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,have,not,seen,this,movie,i,definitely,recommend,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she,is,as,lovely,as,usual,this,cutie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,it's,quite,interesting,and,entertaining,to,follow,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;),recommend,with,confidence,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,is,well-balanced,with,comedy,and,drama,and,i,thoroughly,enjoyed,myself,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,a,riot,to,see,hugo,weaving,play,a,sex-obsessed,gay,real,estate,salesman,who,uses,his,clients',houses,for,his,trysts,with,the,flaming,darren,(tom,hollander),"",	,"",,,,,,,,,,,,,,,,,,
:),anyway,the,plot,flowed,smoothly,and,the,male-bonding,scenes,were,a,hoot,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,opening,sequence,of,this,gem,is,a,classic,and,the,cat,n,mouse,games,that,follow,are,a,delight,to,watch,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,
fans,of,the,genre,will,be,in,heaven,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lange,had,become,a,great,actress,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,looked,like,a,wonderful,story,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,never,walked,out,of,a,movie,faster,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,got,bored,watching,jessice,lange,take,her,clothes,off,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unfortunately,any,virtue,in,this,film's,production,work,was,lost,on,a,regrettable,script,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,a,word,it,is,embarrassing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exceptionally,bad,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,in,all,its,an,insult,to,one's,intelligence,and,a,huge,waste,of,money,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wow,loved,this,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crust,is,not,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,tasty,and,the,texture,was,just,nasty	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stopped,by,during,the,late,may,bank,holiday,off,rick,steve,recommendation,and,loved,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,selection,on,the,menu,was,great,and,so,were,the,prices	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,i,am,getting,angry,and,i,want,my,damn,pho	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeslty,it,didn't,taste,that,fresh)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,potatoes,were,like,rubber,and,you,could,tell,they,had,been,made,up,ahead,of,time,being,kept,under,a,warmer	,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,fries,were,great,too	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,great,touch	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,was,very,prompt	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would,not,go,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cashier,had,no,care,what,so,ever,on,what,i,had,to,say,it,still,ended,up,being,wayyy,overpriced	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,tried,the,cape,cod,ravoli,chicken,with,cranberrymmmm	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,disgusted,because,i,was,pretty,sure,that,was,human,hair	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,shocked,because,no,signs,indicate,cash,only	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highly,recommended	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waitress,was,a,little,slow,in,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,is,not,worth,your,time,let,alone,vegas	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
did,not,like,at,all	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,burrittos,blah	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,food,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,is,also,cute	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,could,care,less,the,interior,is,just,beautiful	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,they,performed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that's,rightthe,red,velvet,cakeohhh,this,stuff,is,so,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,they,never,brought,a,salad,we,asked,for	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,hole,in,the,wall,has,great,mexican,street,tacos,and,friendly,staff	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
took,an,hour,to,get,our,food,only,4,tables,in,restaurant,my,food,was,luke,warm,our,sever,was,running,around,like,he,was,totally,overwhelmed	,,,,,,,,,,,,,,,,,,,,,,,
the,worst,was,the,salmon,sashimi	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,there,are,combos,like,a,burger,fries,and,beer,for,23,which,is,a,decent,deal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,was,like,the,final,blow	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,found,this,place,by,accident,and,i,could,not,be,happier	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seems,like,a,good,quick,place,to,grab,a,bite,of,some,familiar,pub,food,but,do,yourself,a,favor,and,look,elsewhere	,,,,,,,,,,,,,,,,,,,,,,,,,,,
overall,i,like,this,place,a,lot	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,redeeming,quality,of,the,restaurant,was,that,it,was,very,inexpensive	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ample,portions,and,good,prices	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor,service,the,waiter,made,me,feel,like,i,was,stupid,every,time,he,came,to,the,table	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,first,visit,to,hiro,was,a,delight	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,sucks	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,shrimp,tender,and,moist	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,not,a,deal,good,enough,that,would,drag,me,into,that,establishment,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard,to,judge,whether,these,sides,were,good,because,we,were,grossed,out,by,the,melted,styrofoam,and,didn't,want,to,eat,it,for,fear,of,getting,sick	,,,,,,,,,,,,,,,,,,,,,,
on,a,positive,note,our,server,was,very,attentive,and,provided,great,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen,pucks,of,disgust,with,some,of,the,worst,people,behind,the,register	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,thing,i,did,like,was,the,prime,rib,and,dessert,section	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,too,bad,the,food,is,so,damn,generic	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,burger,is,good,beef,cooked,just,right	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,want,a,sandwich,just,go,to,any,firehouse	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,side,greek,salad,with,the,greek,dressing,was,so,tasty,and,the,pita,and,hummus,was,very,refreshing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,ordered,the,duck,rare,and,it,was,pink,and,tender,on,the,inside,with,a,nice,char,on,the,outside	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,came,running,after,us,when,he,realized,my,husband,had,left,his,sunglasses,on,the,table	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their,chow,mein,is,so,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,have,horrible,attitudes,towards,customers,and,talk,down,to,each,one,when,customers,don't,enjoy,their,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,portion,was,huge	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loved,itfriendly,servers,great,food,wonderful,and,imaginative,menu	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,heart,attack,grill,in,downtown,vegas,is,an,absolutely,flat-lined,excuse,for,a,restaurant	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,much,seafood,and,like,5,strings,of,pasta,at,the,bottom	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,salad,had,just,the,right,amount,of,sauce,to,not,over,power,the,scallop,which,was,perfectly,cooked	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,ripped,banana,was,not,only,ripped,but,petrified,and,tasteless	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at,least,think,to,refill,my,water,before,i,struggle,to,wave,you,over,for,10,minutes	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,receives,stars,for,their,appetizers	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cocktails,are,all,handmade,and,delicious	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we'd,definitely,go,back,here,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,are,so,glad,we,found,this,place	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,food,and,service,huge,portions,and,they,give,a,military,discount	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
always,a,great,time,at,dos,gringos	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updatewent,back,for,a,second,time,and,it,was,still,just,as,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,got,the,food,and,apparently,they,have,never,heard,of,salt,and,the,batter,on,the,fish,was,chewy	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,great,way,to,finish,a,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,deal,included,5,tastings,and,2,drinks,and,jeff,went,above,and,beyond,what,we,expected	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,really,really,good,rice,all,the,time	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,service,was,meh	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,took,over,30,min,to,get,their,milkshake,which,was,nothing,more,than,chocolate,milk	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,guess,i,should,have,known,that,this,place,would,suck,because,it,is,inside,of,the,excalibur,but,i,didn't,use,my,common,sense	,,,,,,,,,,,,,,,,,,,,,,,,,
the,scallop,dish,is,quite,appalling,for,value,as,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,times,-,very,bad,customer,service,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,sweet,potato,fries,were,very,good,and,seasoned,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,is,the,second,time,i've,been,to,their,lunch,buffet,and,it,was,pretty,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,so,much,good,food,in,vegas,that,i,feel,cheated,for,wasting,an,eating,opportunity,by,going,to,rice,and,company	,,,,,,,,,,,,,,,,,,,,,,,,,,,
coming,here,is,like,experiencing,an,underwhelming,relationship,where,both,parties,can't,wait,for,the,other,person,to,ask,to,break,up	,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walked,in,and,the,place,smelled,like,an,old,grease,trap,and,only,2,others,there,eating	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,turkey,and,roast,beef,were,bland	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,has,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,pan,cakes,everyone,are,raving,about,taste,like,a,sugary,disaster,tailored,to,the,palate,of,a,six,year,old	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,the,pho,and,the,spring,rolls,oh,so,yummy,you,have,to,try	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,poor,batter,to,meat,ratio,made,the,chicken,tenders,very,unsatisfying	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,i,have,to,say,is,the,food,was,amazing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omelets,are,to,die,for	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,was,fresh,and,delicious	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,summary,this,was,a,largely,disappointing,dining,experience	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,like,a,really,sexy,party,in,your,mouth,where,you're,outrageously,flirting,with,the,hottest,person,at,the,party	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
never,been,to,hard,rock,casino,before,will,never,ever,step,forward,in,it,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,breakfast,buffet	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
say,bye,bye,to,your,tip,lady	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we'll,never,go,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
will,be,back,again	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food,arrived,quickly	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,not,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on,the,up,side,their,cafe,serves,really,good,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
our,server,was,fantastic,and,when,he,found,out,the,wife,loves,roasted,garlic,and,bone,marrow,he,added,extra,to,our,meal,and,another,marrow,to,go	,,,,,,,,,,,,,,,,,,,,,,
the,only,good,thing,was,our,waiter,he,was,very,helpful,and,kept,the,bloddy,mary's,coming	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,buffet,in,town,for,the,price,you,cannot,beat,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,loved,their,mussels,cooked,in,this,wine,reduction,the,duck,was,tender,and,their,potato,dishes,were,delicious	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,one,of,the,better,buffets,that,i,have,been,to	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,we,went,to,tigerlilly,and,had,a,fantastic,afternoon	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,food,was,delicious,our,bartender,was,attentive,and,personable,and,we,got,a,great,deal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,ambience,is,wonderful,and,there,is,music,playing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
will,go,back,next,trip,out	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sooooo,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,sushi,lovers,let's,be,honest,-,yama,is,not,that,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at,least,40min,passed,in,between,us,ordering,and,the,food,arriving,and,it,wasn't,that,busy	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,really,fantastic,thai,restaurant,which,is,definitely,worth,a,visit	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nice,spicy,and,tender	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,prices	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
check,it,out	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,pretty,gross	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i've,had,better,atmosphere	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kind,of,hard,to,mess,up,a,steak,but,they,did	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
although,i,very,much,liked,the,look,and,sound,of,this,place,the,actual,experience,was,a,bit,disappointing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,don't,know,how,this,place,managed,to,served,the,blandest,food,i,have,ever,eaten,when,they,are,preparing,indian,cuisine	,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,service,to,boot,but,that,is,the,least,of,their,worries	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,was,fine,and,the,waitress,was,friendly	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,guys,all,had,steaks,and,our,steak,loving,son,who,has,had,steak,at,the,best,and,worst,places,said,it,was,the,best,steak,he's,ever,eaten	,,,,,,,,,,,,,,,,,,,,,
we,thought,you'd,have,to,venture,further,away,to,get,good,sushi,but,this,place,really,hit,the,spot,that,night	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bland,not,a,liking,this,place,for,a,number,of,reasons,and,i,don't,want,to,waste,time,on,bad,reviewing,i'll,leave,it,at,that	,,,,,,,,,,,,,,,,,,,,,,,,
phenomenal,food,service,and,ambiance	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wouldn't,return	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
definitely,worth,venturing,off,the,strip,for,the,pork,belly,will,return,next,time,i'm,in,vegas	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,place,is,way,too,overpriced,for,mediocre,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penne,vodka,excellent	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,have,a,good,selection,of,food,including,a,massive,meatloaf,sandwich,a,crispy,chicken,wrap,a,delish,tuna,melt,and,some,tasty,burgers	,,,,,,,,,,,,,,,,,,,,,,,,,,
the,management,is,rude	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicious,nyc,bagels,good,selections,of,cream,cheese,real,lox,with,capers,even	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,subway,in,fact,it's,so,good,when,you,come,here,every,other,subway,will,not,meet,your,expectations	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,a,seriously,solid,breakfast,here	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,one,of,the,best,bars,with,food,in,vegas	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,was,extremely,rude,and,really,there,are,so,many,other,restaurants,i,would,love,to,dine,at,during,a,weekend,in,vegas	,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,drink,was,never,empty,and,he,made,some,really,great,menu,suggestions	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,do,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,waiter,wasn't,helpful,or,friendly,and,rarely,checked,on,us	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,husband,and,i,ate,lunch,here,and,were,very,disappointed,with,the,food,and,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,the,red,curry,had,so,much,bamboo,shoots,and,wasn't,very,tasty,to,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nice,blanket,of,moz,over,top,but,i,feel,like,this,was,done,to,cover,up,the,subpar,food	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,bathrooms,are,clean,and,the,place,itself,is,well,decorated	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,menu,is,always,changing,food,quality,is,going,down,&,service,is,extremely,slow	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,service,was,a,little,slow,"",considering,that,were,served,by,3,people,servers,so,the,food,was,coming,in,a,slow,pace	,,,,,,,,,,,,,,,,,,,,,,,,,,
i,give,it,2,thumbs,down	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,watched,our,waiter,pay,a,lot,more,attention,to,other,tables,and,ignore,us	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
